Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
-.28999999,.02,-.28999999,-2.1600001,-.69999999,-1.16,.2,-1.51,-.60000002,-.40000001,1.08,.40000001
-1.17,-.38,-2.3599999,.95999998,1.87,-.70999998,-1.91,-2.2,-2.3699999,.28999999,-1.84,-.41999999
-.13,-2.22,-1.22,-2.0599999,-3.52,-1.71,-3.5599999,.62,.62,-1.27,.94,-1.61
2.4200001,-1.36,-2.03,-2.22,-.18000001,-1.15,3.1300001,-2.5599999,-3.5599999,-1.13,-.62,-.77999997
-2.52,-.77999997,-.85000002,-.60000002,-.94,-.75999999,-.44999999,-1.65,-1.3200001,-1.29,-.88999999,.38
1.1,-1.28,-.63999999,.54000002,-.94999999,-1.64,.1,-2.3099999,1.53,.27000001,-.54000002,-1.23
.36000001,-.74000001,.5,-.74000001,.51999998,-2.77,-.079999998,-2.23,.28999999,-.30000001,-1.45,-2.03
-.52999997,.38999999,-2.51,-.87,.5,-2.01,.63,-1,.15000001,1.89,-1.47,.28999999
2.9200001,-4.6500001,-.38,-.83999997,.69,-1.2,.47,-.63999999,1.04,-1.95,-.52999997,-1.26
1.12,1.8,-.64999998,-.33000001,.13,-1.87,-.69999999,-.52999997,-1.12,-1.3200001,.1,-.56999999
.47999999,3.79,-3.3699999,-.93000001,.58999997,.029999999,-.57999998,-.54000002,-1,-1.73,-1.0700001,-.15000001
1.37,.41,-1.08,-2.3900001,-1.13,-.41999999,-3.7,.56999999,.47999999,-3.1400001,-.079999998,1.62
-1.8200001,-.76999998,-1.46,-2.2,-.1,.31,-2.52,-.41,1.11,2.3699999,-.059999999,-.93000001
.63,-1.03,.34999999,.52999997,-1.02,-1.64,-1.27,-1.54,-1.77,-1.59,.5,.34
-2.4300001,-.56,-2.45,-3.6400001,-.98000002,-1.61,3.5699999,-1.28,-2.8199999,-1.38,1.1799999,.07
.56,-.67000002,-.44,-.86000001,-1.79,-4.8000002,-1.0599999,-1.03,.31999999,-.31,-2.73,.61000001
.64999998,.23999999,-1.3,-1.46,-.80000001,1.04,-4.3899999,-4.1500001,.02,-1.64,-2.3399999,3.0799999
.029999999,-.44,-.25999999,-3,-.94999999,-3.1099999,-.1,-1.4299999,-1.45,.30000001,-.73000002,-.30000001
-1.15,-1.77,-1.7,-1.34,-.25999999,-1.5599999,-1.21,.02,-3.4300001,-.99000001,-1.6799999,-.81999999
-1.01,-.15000001,-.79000002,.029999999,.25,.090000004,-1.34,-1.71,-1.8200001,-.30000001,-.33000001,-.68000001
-.99000001,-3.21,-1.84,-.94,-1.48,-2.45,-.43000001,-2.25,-1.29,-.19,-.43000001,-.18000001
.07,-.93000001,-1.15,-1.28,-1.03,-1.78,-1.33,-3.28,-.63,-1.72,-3.74,-.77999997
-1.39,-.52999997,-.69,-4.54,-1.4400001,-2.23,-.34999999,-.37,-.74000001,-.38,-1.39,-1.9
-.43000001,.60000002,-2.1099999,-1.59,-.13,.41,.47999999,-.41999999,1.22,-3.6400001,-.49000001,-2.1199999
-.83999997,-.93000001,.31,2.27,-.31,-.62,-.02,-2.1300001,-.85000002,-.25999999,-1.6900001,.33000001
-1.09,-.11,.07,-1.88,-1.25,-1.13,-2.54,-.40000001,.16,.090000004,-1.77,-2.0899999
-.99000001,-.38,.47,-2.01,1.0700001,-.82999998,.88,1.92,.20999999,-1.9400001,-.94,-2.53
-1.15,-1.51,-.14,-1.73,2.3,-2.46,-2.7,-2,-3.79,-1.88,.11,1.02
-2.3399999,.11,-.56999999,1.59,.0099999998,.050000001,-.94,-.75999999,-1.24,-.38,-.090000004,-1.26
-.73000002,.36000001,-.94999999,-.31999999,-1.22,-2.96,-1.13,-2.79,.41999999,-2.47,-1.65,-1.59
.66000003,.31999999,.85000002,-1.46,2.0799999,1.3,-2.1900001,-1.1900001,-1.23,-1.49,-.69999999,-1.63
-.61000001,1.3099999,-.58999997,.50999999,.46000001,-.07,4.8099999,-.66000003,.25,-1.17,.63999999,2.8499999
-1.34,3.48,-2.05,.2,-.63999999,-2.6600001,.19,-1.08,-2.05,.58999997,-.95999998,-.77999997
-2.48,-1.8099999,-.83999997,.18000001,-1.92,-2.0599999,.039999999,.68000001,-1.61,-2.54,-.38,3.4400001
-.46000001,-1.4,-3.0899999,-1.5,1.0700001,-1.27,-.73000002,-.69,-1.4400001,-1.03,-.80000001,-.50999999
-.33000001,-2.4300001,-.41,-.30000001,-1.02,-1.62,-.41999999,-.38,-.68000001,1.15,-2.01,-.85000002
-.81,-.12,.22,-.16,-1.05,.079999998,-3.49,-1.24,-1.14,-1.64,-2.3499999,-.31
1.54,-.16,-.44,.23999999,-.72000003,-.72000003,.36000001,-2.9100001,-1.42,.98000002,1.08,-.66000003
-1.89,.20999999,-1.17,-.87,2.1300001,-2.77,1.1799999,-1.5,-2.3900001,-.059999999,-2.02,-2.4000001
-.68000001,-2.6800001,.18000001,-.69999999,-1.72,2.8699999,-1.88,-2.26,-1.58,-1.14,-1.22,2.1800001
-.75999999,-.34,-.28,-2.8900001,.38,-1.3200001,-1.3,-.75999999,-2.24,1.55,-.60000002,-1.6799999
.64999998,-1.58,-1.4,-.82999998,-2.71,-3.78,-1.17,.43000001,.57999998,-.46000001,-1.1799999,-1.73
-1.67,-.52999997,1.47,4.75,-2.74,-1.6799999,.1,-1.5599999,-1.39,4.2199998,3.8599999,.46000001
.95999998,1.71,.16,.23999999,-1.58,-.69999999,-.37,-1.12,-1.39,-1.49,1.0599999,-.82999998
-.2,-1.12,.050000001,-1.29,-.38999999,-1.91,-.83999997,.47999999,-1.47,-1.27,-1.22,-1.66
.2,-.47,1.09,.17,-.89999998,.60000002,2.71,-1.5,-1.01,-1.22,-1.6900001,1.37
2.9100001,-.51999998,.63,-4.0999999,-3.52,-.49000001,-1.21,-.73000002,-1.23,-.17,-.31999999,-1.46
-2.76,-2.0999999,.38999999,.61000001,.0099999998,-.95999998,-.050000001,-.91000003,-.70999998,-1.5700001,-.059999999,.97000003
-.25,.85000002,1.48,-1.4,.63999999,2.21,-.62,.050000001,.079999998,-.0099999998,-.75,-.77999997
-.51999998,-.49000001,.050000001,-.40000001,-.07,-2.28,1.5700001,-1.46,1.39,-1.6,-.68000001,-.47999999
-3.3199999,-.12,-2.74,.11,-.98000002,-2.1099999,-.68000001,-.46000001,-1.62,-.62,-.82999998,-.12
-1.72,-1.6900001,.41,3.77,-1.23,.25999999,1.0700001,-1.6,-1.33,-1.48,-1.1,-1.71
-.99000001,-.31,.49000001,1.26,.17,1.05,-2.03,-1.3,-.63,-1.01,-.37,-.56
1.25,-.15000001,-1.16,-1.89,1.74,-.12,-1.05,-1.02,-.28,-.1,.36000001,.73000002
-.46000001,-1.63,-1.73,-1.8099999,-1.3,-.1,-1.66,-2.1700001,-.33000001,-2.0899999,-1.62,1.3
-1.09,-2.1700001,-.52999997,-1.23,1.5700001,-.52999997,-.31,-1.67,1.4400001,-2.51,-1.84,1.17
-.36000001,.41999999,-1.7,-.88999999,-.18000001,-.88,2.6600001,-1.51,-.17,-1.0700001,-1.1,.029999999
-.81,-2.98,-1.9,.17,1.01,.41999999,-1.49,1.01,-.12,-2.79,-.49000001,.050000001
-.38999999,-1.79,-1.22,-1.17,-1.4299999,.99000001,-.98000002,-1.2,-.40000001,-.52999997,-.86000001,-.54000002
-.89999998,-.52999997,-1.75,-1.86,.61000001,-.27000001,-1.6,-.46000001,-1.8,-1.22,-.44999999,.47999999
-.02,.20999999,1.22,-.56,1.64,.31,-.86000001,1.12,.2,-3.98,-1.4299999,-.20999999
-2.3800001,1.05,.38,-.050000001,-.97000003,-2.0699999,-.25,.07,-.99000001,-.16,.83999997,-1.09
-.039999999,-.83999997,2.4300001,.33000001,1.7,.88,-2.4300001,-.5,1.64,-.49000001,-.70999998,-.66000003
-.81,-2.8399999,-1.13,-2.3800001,2.3399999,-1.13,.56,-1.1799999,1.21,-1.04,2.29,.18000001
-1.29,1.08,-1.37,-1.45,-4.0999999,-.72000003,-.41999999,.33000001,-.38,1.66,-.75999999,-.44
-1.63,-.91000003,-.58999997,.55000001,-.28,-1.96,.88,.70999998,-4.1900001,.75,.22,-1.3099999
-3.1199999,-.85000002,2.28,-.73000002,2.1800001,.23,.79000002,-.79000002,2.72,-.039999999,-4.9899998,-1.5700001
-.28999999,-3.75,-.97000003,-1.76,-.2,-.85000002,.059999999,-.15000001,.98000002,-2.27,-.66000003,-1.11
-.85000002,-2.26,-.51999998,.23999999,.059999999,2.6900001,-2.27,-.95999998,-3.6400001,-.050000001,-.31999999,.31
-2.21,.43000001,1.36,-.23,-.23999999,-2.02,-2.3599999,-1.71,-.73000002,-3.23,-.5,-1.6900001
-1.04,-.55000001,-.20999999,-1.5,.20999999,-.47999999,.76999998,-.30000001,-1.34,-.38999999,-1.4299999,-2.8800001
-1.41,-.46000001,-1.6900001,.91000003,1,-.55000001,-.88999999,-.79000002,-3.26,-2.48,-1.17,-.98000002
-1.14,-1.52,-2.1900001,-.49000001,-1.73,.18000001,-1.24,-1.25,-.73000002,-.75999999,-.28,-2.3800001
1.12,-1.42,-2.3099999,.44,-.97000003,-.76999998,-.95999998,-1.45,-.98000002,-1.98,-.93000001,-1.83
-2.1400001,-2.1199999,1.92,-1.35,1.29,-3.05,-1.96,-.17,.34999999,1.53,-.38999999,-1.8099999
-.52999997,-2.6500001,-.41999999,-.029999999,-.0099999998,-.13,1.59,-1,.25999999,-.79000002,.56,-1.51
2.2,-.73000002,1.01,-.61000001,-1.09,-.94999999,-.11,1.11,-.58999997,-.97000003,-2.01,1.73
2.3199999,-.60000002,-1.47,-1.77,-1.92,-3.3099999,-3.22,1.13,.86000001,-.76999998,.56,-1.21
-.25,1.97,-1.21,-1.6900001,-1.5700001,-1.6900001,1.5,-1.47,-.81,-.38,-.66000003,-1.01
-.68000001,-.20999999,-.33000001,-1.01,-.55000001,-.70999998,-2.47,2.4400001,.11,-1.86,.5,-.41
-.63999999,-.91000003,1.6799999,-2.23,-1.61,-.67000002,.13,.75,-.87,-.87,-1.15,.91000003
.85000002,-.94,-1.5599999,-2.01,.22,-1.1799999,-2.01,-1.74,-1.42,-.62,.83999997,-1.3
-.87,-.34,-.029999999,.98000002,-2.8299999,1.49,-.92000002,-.37,1.6799999,-1.72,-1.15,-.17
.34999999,2.3699999,-1.55,-.25999999,.81999999,.79000002,-1.36,-1.89,-1.21,-1.5700001,-.98000002,-.16
-2.55,-2.96,-1.2,-.02,-1.48,-1.03,-1.1900001,-.33000001,-1.0599999,-.43000001,.33000001,-.73000002
-1.7,-.67000002,-.090000004,-1.26,-1.54,-2.1600001,-1.79,.17,.63999999,.43000001,-1.16,-3.51
-.81,-.61000001,-1.97,.49000001,1.88,-.33000001,4.6199999,-1.6799999,-.69999999,-1.14,-.73000002,1.54
.31,-1.22,.13,1.2,-2.0799999,.88999999,-2.6400001,-.43000001,-4.1999998,-.0099999998,-.36000001,-.94999999
-2.3,-1.58,.2,.47999999,2.8900001,-.99000001,-.97000003,-.60000002,-.34999999,.039999999,-1.39,-.88999999
.28999999,-2.0999999,-.43000001,-1.65,-.74000001,-.82999998,-2.04,-1.74,-.31999999,.43000001,-.33000001,-2.1900001
-.81,.85000002,-1.39,-1.1799999,-.18000001,-.090000004,.36000001,-.25,-1.01,-3.3199999,-.14,1.1799999
1.74,-2.0699999,-1.48,-.0099999998,-.56999999,-.55000001,-.69999999,-.94,-.5,-.1,.47999999,-.090000004
-1.99,-4.9000001,-1.25,-2.8499999,-1.67,-.31999999,-.73000002,-.55000001,1.1,-1.16,-3.75,.68000001
-.38999999,-.22,-2.3499999,-1.55,-1.23,.69,-.34,-4.8800001,.47,-.17,-.54000002,-.34
-2.54,-.38999999,.0099999998,.56999999,.33000001,.1,-1.92,-1.52,-2.02,-1.42,-1.91,-1.0599999
-.2,-.63999999,-.88999999,-1.47,-.64999998,-.49000001,-.28999999,-1.51,-1.75,-3.1800001,-1.79,-1.09
-1.35,1.1900001,-.25,-2.3199999,-.95999998,2.4100001,-1.42,-.46000001,.36000001,-1.74,-1.24,-.0099999998
1.0700001,-.80000001,-.66000003,-.81,-.50999999,.50999999,-.059999999,1.11,-.30000001,-.0099999998,-1.51,-1.53
-2.9000001,-.43000001,1.47,.85000002,-.25999999,-2,-2.0599999,-.31999999,-1.61,-1.89,-.17,-1.74
.07,-1.21,.70999998,-1.05,.029999999,-1.83,-.49000001,.14,.17,-1.14,-.56999999,1.24
-.67000002,-1.64,-.5,-1.33,.57999998,-2.4000001,-.81,.33000001,.5,.13,-.41999999,-1.12
-1.13,-1,.75999999,-.89999998,.28,-2.22,-1.03,-1.67,-1.66,4.4299998,.11,.79000002
-.76999998,-.56999999,-.029999999,-1.9400001,-.44999999,-.86000001,-.31999999,-1.12,-.64999998,.49000001,.99000001,-2.0799999
.86000001,-4.2800002,-.82999998,-1.3099999,-2.0699999,-.44,-.52999997,-.87,-.69999999,-2.23,-2.03,-1.8099999
-.58999997,.54000002,.77999997,1.03,.11,-.12,-.14,-4.1900001,-.16,-.16,-.079999998,-1.34
-.77999997,-.07,-.12,-.63999999,-.34999999,1.15,-.94,-.56,-1.17,.92000002,-4.6199999,-.94
-3.78,-1.49,-.58999997,-.56999999,-.61000001,-1.49,-1.76,1.1900001,1.5700001,.80000001,.54000002,.23999999
.46000001,-1.1,-1.72,-.54000002,.40000001,-.64999998,-1.97,-1.4,1.4400001,-.090000004,-1.3200001,.23999999
-1.74,-2.01,-1.28,-1.49,.28,-1.02,-1.01,-.19,-2.55,2.6600001,.15000001,1.04
-.86000001,-.54000002,.58999997,.28,-1.96,-1.42,-1.3,-1.01,-1.05,1.74,1.0599999,.43000001
-2.27,-1.21,-.11,-.60000002,.94,-1.47,-2.99,-.54000002,-1.47,-.30000001,-1.14,-.37
-1.73,-1.1799999,-.52999997,2.79,-4.29,-1.71,-1.53,-1.76,-3.24,-2.6400001,-1.91,-4.2600002
-2.0799999,.86000001,-2.6700001,-.73000002,-1.3099999,-1.65,-4.5999999,.75999999,.20999999,-1.8099999,.72000003,1.8200001
-1.87,-4.3099999,4.9200001,-.56999999,-1.9299999,-.92000002,-3.3,2.6199999,-.70999998,-.95999998,2.3399999,-.87
-1.1,-.73000002,.28,.25999999,-2.54,.76999998,-4.6500001,-.81999999,-1.54,-1.17,1.8099999,-1.8
.23,-1.1,-.56999999,-1.74,.49000001,-1.73,-1.15,-.76999998,.34999999,0,2.48,.69
-.47999999,-1.55,1.09,-2.49,1.0700001,-1.15,-.77999997,.38999999,3.26,.090000004,-1.1799999,2.4400001
-.86000001,1.02,-.81999999,0,.41,-2.73,-.5,-2.26,-.75999999,-1.26,-1.6799999,-1.46
.43000001,1.78,-1.4400001,-.059999999,-.38,-3.1199999,-1.02,-1.49,.50999999,.1,-1.21,1.39
-.28,.30000001,-1.41,-.97000003,-1.2,3.1700001,-.57999998,-2.8699999,-.88,.99000001,-2.26,-2.72
-1.24,.44999999,-.039999999,-.49000001,.44,-.34999999,.93000001,.47,.13,-1.37,.58999997,-1.98
-1.29,2.5699999,-.20999999,-1.2,.1,.079999998,-.14,-.33000001,.079999998,-.94999999,-.83999997,1.29
-.49000001,-2.71,-.94999999,-.33000001,.25999999,-.12,-.25999999,-2.6199999,-3.76,.02,1.12,-2.3199999
-1.99,-.87,.13,-.79000002,-1.87,2.3499999,-1.55,-4.8800001,.12,-.19,-.76999998,-1.86
-1.74,.85000002,-3.5599999,-2.0799999,.039999999,-.76999998,1.0599999,-1.2,-1.55,-.66000003,-.57999998,-4.96
-.17,-1.08,.55000001,2.47,-1.09,.44999999,-2.28,-1.42,-.50999999,-1,.75,-.68000001
-.47,1.66,0,-1.62,-3.3399999,-.31999999,.38,-1.29,-1.52,.79000002,-1.23,-1.23
1.42,-.83999997,-.44999999,-.30000001,-1.4,-1.03,2.2,-1.58,-2.54,-.88,.30000001,-.55000001
-1.05,-1.17,-1.22,3.71,-2.45,-.82999998,-.98000002,-.31999999,.30000001,-2.29,-1.95,-1.01
-1.54,-.88999999,-2.0999999,.059999999,-.88,-1.51,-1.28,-1.66,-.74000001,.47,.43000001,.15000001
-.83999997,-1.26,-.38,-1.97,.47999999,-1.13,-1.03,-1.34,-1.88,.37,-.56,-1.66
-1.21,.12,.039999999,0,-.41,-1.47,-.41999999,.88,-2.0999999,-1.04,-2.29,.50999999
.43000001,.07,-4.8400002,-.80000001,4.1999998,.1,-4.77,-.31,-3.3299999,-.62,.63,-1.1799999
-.34,1.89,-1.21,-.66000003,-.98000002,-2.8199999,-1.15,.89999998,-.40000001,1.3200001,-.81999999,-.16
-.0099999998,-.44,-1.29,-.54000002,-.69,1.0700001,-.52999997,-1.72,.58999997,-.88,4.0999999,.30000001
-4.4699998,-1.4,-1.2,-.19,-2.1800001,-3.0699999,-2.5599999,-.16,1.23,-2.3399999,-1.64,-4.1399999
-1.54,.57999998,.07,-3.76,-.94,.88999999,.86000001,-.31999999,-1.42,-2.0999999,-.47999999,-.94999999
-.69999999,-.81999999,-.92000002,-1.8,-1.6799999,-.27000001,-1.24,-.97000003,-.64999998,-.79000002,-.47999999,-.56
-.31999999,-1.42,-1.11,-.57999998,.86000001,-4.73,-.87,-.25999999,-.72000003,1.42,-1.1799999,-1.0599999
1.03,-1.29,-2.05,-.94,-3.75,-.61000001,-.18000001,-.31,-1.76,-.82999998,-.58999997,.81999999
-1.12,-.94999999,-.69,-2.4400001,-1.16,-.92000002,-.63,.33000001,-.94999999,-.72000003,-1.51,.68000001
-1.0700001,1.27,2.6400001,-1.36,1.63,5,.16,-1.49,-.88999999,-.89999998,-1.67,-1.76
-.77999997,.23,0,.090000004,1.34,-1.4,.44,-1.11,1.3,-1.98,-1.64,-1.86
-.039999999,-.5,-.79000002,-.33000001,-1.26,-1.25,-1.8099999,-1.7,-2.1199999,-.31,2.79,.94
-2.0799999,1.89,.76999998,-2.71,-.80000001,-.34999999,-.54000002,.77999997,-1.47,-1.49,-4.5599999,-.12
-1.0599999,1.63,-1.84,-1.01,-2.0599999,-.050000001,-.85000002,.34999999,-.07,.25,-1.65,.41999999
.79000002,-2.29,-1.41,.02,-1.23,-.83999997,-.66000003,-.87,.62,-.52999997,-2,-.77999997
.36000001,.94,-4.29,3.8199999,-.67000002,-.20999999,.94999999,-3.48,-2.46,-4.1100001,.059999999,-.16
-1.66,-.30000001,-1.6799999,-.68000001,-1.61,.95999998,-2.1700001,.039999999,.22,.19,-.46000001,-.28999999
-.81999999,1.04,-1.1799999,-1.74,-.77999997,-1.22,-2,-1.15,.41999999,-2.49,-.02,.19
-1.62,.95999998,-2.2,-.31,.30000001,1.04,-.38,-1.08,.19,1.67,-.46000001,-2.9100001
-.029999999,-3.6099999,-1.4400001,-.81999999,-2.22,1.36,-1.46,-1.46,-.93000001,-1.22,.31,.49000001
-2,-.44,.94,-.97000003,-1.59,-.61000001,1.9299999,-.95999998,.050000001,-.44,-2.74,-.46000001
-.17,1.79,-.34999999,-1.78,.56,-2.8199999,-2.1400001,-.98000002,1.54,-1.08,-.039999999,-.079999998
-.37,-.47999999,1.79,1.0700001,-.56999999,-.37,-1.17,.37,.40000001,-1.11,1.58,-1.21
-.15000001,.2,-.88999999,-1.74,-.34999999,-1.13,-1.13,-1.83,-.25,-4,.81999999,-1
-1.28,-.27000001,-1.9400001,.63999999,3.5999999,.15000001,-1.36,.5,-3.3399999,-.77999997,-.61000001,-.46000001
-.62,-1.05,-3.02,.85000002,-.63,-3.29,.029999999,1.6900001,.15000001,.40000001,-1.79,-1.5
-.94,.38,-1.0700001,.16,-1.1,-1.98,.70999998,-.87,-1.12,-1.77,-.17,-2.3699999
1.5,.85000002,-.31,-.34999999,.70999998,-1.04,-.34,-.89999998,.74000001,-1.86,-1.3,1.0700001
-.30000001,-.95999998,2.1400001,-.54000002,-.58999997,-1.92,-1.03,-.23,-1.24,-1.27,.07,-1.08
-.57999998,-.43000001,.27000001,-.17,.50999999,.47999999,-2.0799999,1.41,.23999999,-.70999998,-1.59,-.31999999
-2.4400001,-2.99,-1.99,-1.52,-1.01,-.5,.83999997,.17,-.27000001,-.75,-1.89,-.19
-2.25,-1.22,-1.37,-.68000001,-.85000002,.11,-.62,-1.61,-2.4000001,-.88999999,.0099999998,2.5799999
-1.5599999,-1.89,-2.53,.75,2.5799999,-2.3699999,-4.5700002,-.40000001,-.25,-2.54,-1.48,-3.53
-1.21,-3.0999999,-1.9,-2.78,-.44999999,-.63,-.31,-1.7,-1.51,.13,.57999998,-3.77
-.79000002,-.77999997,-1.17,2.5699999,-1.49,.25,-1.47,-4.8299999,.15000001,-1.0700001,1.15,.50999999
-.30000001,-.69,-1.2,-2.98,-1.41,-2.27,-.75999999,-.56,-.88999999,.27000001,-1.55,1.84
-.30000001,-2.4000001,.37,-.80000001,.28999999,.75999999,-.85000002,-.44,.61000001,-1.85,-.66000003,-.31999999
.47999999,.41999999,-2.8,-.92000002,-1.26,-.76999998,-1.29,-.34999999,-1.46,.66000003,-.79000002,-.74000001
.77999997,-.82999998,-.090000004,1.46,-.69,-.16,-1.4299999,.67000002,-.02,.37,-1.25,-1.88
.28999999,-1.8099999,-2,1.15,.95999998,-1.27,-.68000001,-.31999999,-.95999998,.64999998,-.40000001,-.64999998
-4.3899999,.92000002,-.36000001,-2.4400001,-1.86,-1.38,.02,-1.34,-.63,-.02,-1.16,.75999999
.87,-.80000001,.88999999,1.6900001,-.55000001,-1.7,-2.4400001,-.25999999,-1.08,-1.36,-1.01,-.82999998
1.1799999,.46000001,-1.6,-1.83,-.11,-1.02,.46000001,.07,-1.58,-.94999999,1.12,-.82999998
.68000001,-1.22,-2.52,.34999999,-2.4200001,1.55,-1.09,1.79,-3.5999999,-.81,-.2,-.95999998
-.31,-2.05,-1.47,-.17,-1.5,-1.3099999,.28,1.6799999,-2.9000001,-3.1500001,-1.46,1.95
-2.2,.5,.88999999,-.38999999,-2.02,-.60000002,-1.4299999,-1.75,.23999999,-.050000001,-1.36,-.039999999
1.27,-1.34,-.93000001,.23999999,-1.98,.85000002,-.47999999,.41,-1.53,-2.4300001,-.34999999,-1.89
-1.98,-1.13,-1.8,.23999999,.61000001,-2,-.64999998,.41999999,-.54000002,-1.33,-1.79,-.11
-.14,.31999999,-2.79,-3.73,-.75999999,-1.89,-1.62,-.36000001,-2,-1.7,1.64,1.26
-3.77,-1.96,-3.1099999,.97000003,-3.3,-.19,-.82999998,-1.23,-.44999999,-1.13,-.80000001,-.56999999
2.6400001,-3.3699999,-1,.54000002,-1.51,-1.12,-.49000001,-2.5799999,-1.12,-1.59,-2.25,-.62
-.28,.63999999,-1.12,-.039999999,-.25,.25,-.99000001,-2.3,-1.02,1.03,-3.1400001,-1.8099999
.27000001,-1.08,.69999999,-1.9,-.95999998,-.93000001,.55000001,-1.53,-1.38,-.88,-.69999999,-.64999998
-.80000001,-.17,1.03,-1.26,-1.54,.23,-2.4100001,-.14,-2.27,-1.11,-.079999998,.37
-1.27,-.07,.64999998,-.38999999,-1.5,-1.8,-.14,-1.9400001,-.050000001,-1.77,1.89,-1.2
0,-1.58,.38999999,-.47,-.5,.58999997,.54000002,.63,.34,-.050000001,-1.3099999,.97000003
-1.58,-1.0700001,-.87,-2.5599999,-.079999998,-1.66,-1.12,1.64,-1.4299999,-1.27,-.95999998,-.94
-.56,-.54000002,.17,-.19,-.090000004,1.9299999,-1.28,.47,-.64999998,-1.4,-.050000001,.28999999
-1.5,-1.76,.46000001,-2.6300001,-.02,-1.21,-.99000001,-1.03,-1.03,-2.0699999,1.83,-.69999999
.23,-1.3200001,-.61000001,-1.6,.51999998,-.56,.2,.11,.19,-.50999999,-.25999999,-.93000001
-.1,-1.7,.23999999,-1.45,-1.4400001,.23,-1.05,-.69999999,-1.24,.99000001,-.33000001,-1.02
.81,.50999999,-1.6900001,-.94999999,-1.9299999,-.23999999,-1.64,-1.02,.82999998,-2.8599999,-1.99,-.23
-.47999999,-.18000001,-.2,.57999998,-1.29,-2.5699999,-1.87,1.3099999,-.14,-4.1700001,-1.04,-3.0899999
-1.34,-.81,-.31,-.63,-1.12,-.72000003,-1.4299999,-.55000001,1.23,-1.5700001,-3.0899999,-1.59
.039999999,-1.4400001,-.34999999,.050000001,-2.1400001,-2.6600001,-.68000001,-1.23,-.28999999,-.58999997,.99000001,-.14
.88999999,-1.39,-1.12,1.08,-1.3099999,-.69999999,-.079999998,-1.1799999,-1.15,-.86000001,-2.1300001,.079999998
-.94,-1.14,-.63999999,-1.62,-1.28,-.090000004,-.73000002,-1.2,1.11,-1.05,-1.22,-.44999999
-.98000002,-.86000001,.090000004,-.76999998,0,1.47,-1.24,1.74,-1.73,-2.03,-.2,-.95999998
-1.75,-.37,-.76999998,-.75,.69,-1.45,-1.01,-.81,-.41999999,-.73000002,-1.13,-3.6300001
.07,-1.26,-.95999998,2.21,-1.46,-1.26,-.12,-.56,-1.54,-.49000001,.059999999,-.66000003
-2.02,-.88999999,-.49000001,-.02,-.66000003,.059999999,-.34,1.09,1.92,.62,-.88,.92000002
-2.3099999,-.74000001,-2.5599999,-1.6,-.98000002,-.75,-2.55,-1.55,-.23999999,-.25999999,-1.5,.37
-2.95,-2.0699999,-.88999999,-.31,-.56,-1.08,-2.02,-1.73,.98000002,-1.91,-.38999999,-.98000002
-1.6900001,-.36000001,-.41,1.53,-1.99,-3.96,-1.87,-.97000003,-1.3099999,-1.83,-.41,-1.2
-.28999999,-.31,-.090000004,-.18000001,-1.29,-2.23,-.41999999,-1.75,-.97000003,-.28,-.34,-.60000002
-.57999998,-1.73,-2.2,-2.75,-1.54,.92000002,-2.1700001,-.2,-.81,-1.02,-1.92,-1
1.3,1.4400001,-1.29,-1.21,-1.14,1.1799999,.19,-.029999999,.81999999,-2.23,-.0099999998,.2
-.99000001,2.01,2.76,-1.3,1.47,-.87,-.25999999,-2.96,-1.67,-.72000003,-1.0700001,-.31
1.34,.94,.31999999,-2.6300001,-2.1400001,-1.5599999,-.28999999,-.81,1.5700001,1.02,-.92000002,-1.62
.99000001,-2.4300001,-.14,-.89999998,-1.05,-4.21,-.63,-2.0699999,.36000001,-.58999997,2.2,-1.4400001
-2.3699999,-.13,-2.6300001,-.44,-1.52,-2.4200001,-.059999999,1.92,-1.4400001,-1.0700001,-.47,-.94
-1.4400001,-1.78,-2.1300001,-.11,1.15,-.44999999,-1.39,-1.86,-1.61,-2.1300001,.70999998,-.63
-2.0599999,.16,-1.51,-.2,-1.48,-1.53,-.5,-2.26,.5,-1.1799999,-.13,2.01
.47,.039999999,-1.9,-1.62,-.55000001,-2.9100001,-2.5899999,-.85000002,-2.0599999,-2.6400001,-.52999997,-.27000001
-1.48,1.12,0,-1.39,-.94999999,-.2,-.079999998,-2.96,.23999999,.97000003,.52999997,-.74000001
-.38,-1.66,-.029999999,-.97000003,.5,-2.0599999,-1.73,2.26,.20999999,-.37,-.31,-.079999998
-1.39,-.44999999,.30000001,.37,-1.74,-1.0599999,4.7399998,-1.5700001,-.44,-.41999999,-1.1900001,-2.1199999
-1.16,-.12,-.47,-1.4400001,-.34999999,-2.79,.28999999,-.87,-.87,-.97000003,-1.96,-1.23
-1.36,-2.1800001,-.27000001,-1.08,-1.5,1.09,-.27000001,1.08,.47,.73000002,-2.01,1.88
-.16,-2.51,-3.8800001,-.98000002,-1.8200001,-1.73,-2.21,-.66000003,0,-1.2,-2.22,-.89999998
-.25999999,-1.6,-.87,-1.54,.36000001,-3.3599999,.23,-.50999999,.41,-2.1900001,.38999999,-.41999999
-1.1,-2.2,-1.97,-.74000001,-.61000001,-2.3199999,-.23999999,-1.8,-1.89,1.66,-1.1,-.38
-1.52,-.07,-.77999997,-.81999999,-3.5699999,.60000002,4.0500002,-.56,.46000001,-1.27,-1.75,-.2
